image_path,class_name,stem
data\raw\kaggle\Normal\Normal- (2158).jpg,Normal,Normal- (2158)
data\raw\kaggle\Normal\Normal- (3677).jpg,Normal,Normal- (3677)
data\raw\kaggle\Normal\Normal- (1865).jpg,Normal,Normal- (1865)
data\raw\kaggle\Normal\Normal- (3136).jpg,Normal,Normal- (3136)
data\raw\kaggle\Normal\Normal- (3808).jpg,Normal,Normal- (3808)
data\raw\kaggle\Normal\Normal- (793).jpg,Normal,Normal- (793)
data\raw\kaggle\Normal\Normal- (3483).jpg,Normal,Normal- (3483)
data\raw\kaggle\Normal\Normal- (1642).jpg,Normal,Normal- (1642)
data\raw\kaggle\Normal\Normal- (2295).jpg,Normal,Normal- (2295)
data\raw\kaggle\Normal\Normal- (2050).jpg,Normal,Normal- (2050)
data\raw\kaggle\Normal\Normal- (266).jpg,Normal,Normal- (266)
data\raw\kaggle\Normal\Normal- (4403).jpg,Normal,Normal- (4403)
data\raw\kaggle\Normal\Normal- (1330).jpg,Normal,Normal- (1330)
data\raw\kaggle\Normal\Normal- (1270).jpg,Normal,Normal- (1270)
data\raw\kaggle\Normal\Normal- (3092).jpg,Normal,Normal- (3092)
data\raw\kaggle\Normal\Normal- (4333).jpg,Normal,Normal- (4333)
data\raw\kaggle\Normal\Normal- (2862).jpg,Normal,Normal- (2862)
data\raw\kaggle\Normal\Normal- (1813).jpg,Normal,Normal- (1813)
data\raw\kaggle\Normal\Normal- (4663).jpg,Normal,Normal- (4663)
data\raw\kaggle\Normal\Normal- (4992).jpg,Normal,Normal- (4992)
data\raw\kaggle\Normal\Normal- (2604).jpg,Normal,Normal- (2604)
data\raw\kaggle\Normal\Normal- (3588).jpg,Normal,Normal- (3588)
data\raw\kaggle\Normal\Normal- (1550).jpg,Normal,Normal- (1550)
data\raw\kaggle\Normal\Normal- (2239).jpg,Normal,Normal- (2239)
data\raw\kaggle\Normal\Normal- (2833).jpg,Normal,Normal- (2833)
data\raw\kaggle\Normal\Normal- (4924).jpg,Normal,Normal- (4924)
data\raw\kaggle\Normal\Normal- (4680).jpg,Normal,Normal- (4680)
data\raw\kaggle\Normal\Normal- (1746).jpg,Normal,Normal- (1746)
data\raw\kaggle\Normal\Normal- (216).jpg,Normal,Normal- (216)
data\raw\kaggle\Normal\Normal- (4856).jpg,Normal,Normal- (4856)
data\raw\kaggle\Normal\Normal- (3980).jpg,Normal,Normal- (3980)
data\raw\kaggle\Normal\Normal- (280).jpg,Normal,Normal- (280)
data\raw\kaggle\Normal\Normal- (5076).jpg,Normal,Normal- (5076)
data\raw\kaggle\Normal\Normal- (4682).jpg,Normal,Normal- (4682)
data\raw\kaggle\Normal\Normal- (4103).jpg,Normal,Normal- (4103)
data\raw\kaggle\Normal\Normal- (664).jpg,Normal,Normal- (664)
data\raw\kaggle\Normal\Normal- (156).jpg,Normal,Normal- (156)
data\raw\kaggle\Normal\Normal- (396).jpg,Normal,Normal- (396)
data\raw\kaggle\Normal\Normal- (3761).jpg,Normal,Normal- (3761)
data\raw\kaggle\Normal\Normal- (1552).jpg,Normal,Normal- (1552)
data\raw\kaggle\Normal\Normal- (165).jpg,Normal,Normal- (165)
data\raw\kaggle\Normal\Normal- (4364).jpg,Normal,Normal- (4364)
data\raw\kaggle\Normal\Normal- (2065).jpg,Normal,Normal- (2065)
data\raw\kaggle\Normal\Normal- (172).jpg,Normal,Normal- (172)
data\raw\kaggle\Normal\Normal- (2697).jpg,Normal,Normal- (2697)
data\raw\kaggle\Normal\Normal- (3661).jpg,Normal,Normal- (3661)
data\raw\kaggle\Normal\Normal- (2080).jpg,Normal,Normal- (2080)
data\raw\kaggle\Normal\Normal- (633).jpg,Normal,Normal- (633)
data\raw\kaggle\Normal\Normal- (2810).jpg,Normal,Normal- (2810)
data\raw\kaggle\Normal\Normal- (1418).jpg,Normal,Normal- (1418)
data\raw\kaggle\Normal\Normal- (841).jpg,Normal,Normal- (841)
data\raw\kaggle\Normal\Normal- (3982).jpg,Normal,Normal- (3982)
data\raw\kaggle\Normal\Normal- (4861).jpg,Normal,Normal- (4861)
data\raw\kaggle\Normal\Normal- (1638).jpg,Normal,Normal- (1638)
data\raw\kaggle\Normal\Normal- (206).jpg,Normal,Normal- (206)
data\raw\kaggle\Normal\Normal- (3143).jpg,Normal,Normal- (3143)
data\raw\kaggle\Normal\Normal- (331).jpg,Normal,Normal- (331)
data\raw\kaggle\Normal\Normal- (3321).jpg,Normal,Normal- (3321)
data\raw\kaggle\Normal\Normal- (1426).jpg,Normal,Normal- (1426)
data\raw\kaggle\Normal\Normal- (4505).jpg,Normal,Normal- (4505)
data\raw\kaggle\Normal\Normal- (2983).jpg,Normal,Normal- (2983)
data\raw\kaggle\Normal\Normal- (1148).jpg,Normal,Normal- (1148)
data\raw\kaggle\Normal\Normal- (3752).jpg,Normal,Normal- (3752)
data\raw\kaggle\Normal\Normal- (1798).jpg,Normal,Normal- (1798)
data\raw\kaggle\Normal\Normal- (992).jpg,Normal,Normal- (992)
data\raw\kaggle\Normal\Normal- (2359).jpg,Normal,Normal- (2359)
data\raw\kaggle\Normal\Normal- (3984).jpg,Normal,Normal- (3984)
data\raw\kaggle\Normal\Normal- (2215).jpg,Normal,Normal- (2215)
data\raw\kaggle\Normal\Normal- (104).jpg,Normal,Normal- (104)
data\raw\kaggle\Normal\Normal- (3631).jpg,Normal,Normal- (3631)
data\raw\kaggle\Normal\Normal- (412).jpg,Normal,Normal- (412)
data\raw\kaggle\Normal\Normal- (489).jpg,Normal,Normal- (489)
data\raw\kaggle\Normal\Normal- (5044).jpg,Normal,Normal- (5044)
data\raw\kaggle\Normal\Normal- (4239).jpg,Normal,Normal- (4239)
data\raw\kaggle\Normal\Normal- (4834).jpg,Normal,Normal- (4834)
data\raw\kaggle\Normal\Normal- (1750).jpg,Normal,Normal- (1750)
data\raw\kaggle\Normal\Normal- (4355).jpg,Normal,Normal- (4355)
data\raw\kaggle\Normal\Normal- (4758).jpg,Normal,Normal- (4758)
data\raw\kaggle\Normal\Normal- (5040).jpg,Normal,Normal- (5040)
data\raw\kaggle\Normal\Normal- (571).jpg,Normal,Normal- (571)
data\raw\kaggle\Normal\Normal- (3879).jpg,Normal,Normal- (3879)
data\raw\kaggle\Normal\Normal- (1169).jpg,Normal,Normal- (1169)
data\raw\kaggle\Normal\Normal- (1354).jpg,Normal,Normal- (1354)
data\raw\kaggle\Normal\Normal- (4443).jpg,Normal,Normal- (4443)
data\raw\kaggle\Normal\Normal- (2762).jpg,Normal,Normal- (2762)
data\raw\kaggle\Normal\Normal- (1693).jpg,Normal,Normal- (1693)
data\raw\kaggle\Normal\Normal- (3953).jpg,Normal,Normal- (3953)
data\raw\kaggle\Normal\Normal- (757).jpg,Normal,Normal- (757)
data\raw\kaggle\Normal\Normal- (4542).jpg,Normal,Normal- (4542)
data\raw\kaggle\Normal\Normal- (12).jpg,Normal,Normal- (12)
data\raw\kaggle\Normal\Normal- (702).jpg,Normal,Normal- (702)
data\raw\kaggle\Normal\Normal- (2868).jpg,Normal,Normal- (2868)
data\raw\kaggle\Normal\Normal- (3881).jpg,Normal,Normal- (3881)
data\raw\kaggle\Normal\Normal- (2170).jpg,Normal,Normal- (2170)
data\raw\kaggle\Normal\Normal- (3179).jpg,Normal,Normal- (3179)
data\raw\kaggle\Normal\Normal- (1851).jpg,Normal,Normal- (1851)
data\raw\kaggle\Normal\Normal- (3958).jpg,Normal,Normal- (3958)
data\raw\kaggle\Normal\Normal- (2786).jpg,Normal,Normal- (2786)
data\raw\kaggle\Normal\Normal- (836).jpg,Normal,Normal- (836)
data\raw\kaggle\Normal\Normal- (1549).jpg,Normal,Normal- (1549)
data\raw\kaggle\Normal\Normal- (167).jpg,Normal,Normal- (167)
data\raw\kaggle\Normal\Normal- (4394).jpg,Normal,Normal- (4394)
data\raw\kaggle\Normal\Normal- (3543).jpg,Normal,Normal- (3543)
data\raw\kaggle\Normal\Normal- (852).jpg,Normal,Normal- (852)
data\raw\kaggle\Normal\Normal- (2788).jpg,Normal,Normal- (2788)
data\raw\kaggle\Normal\Normal- (55).jpg,Normal,Normal- (55)
data\raw\kaggle\Normal\Normal- (5057).jpg,Normal,Normal- (5057)
data\raw\kaggle\Normal\Normal- (2743).jpg,Normal,Normal- (2743)
data\raw\kaggle\Normal\Normal- (1957).jpg,Normal,Normal- (1957)
data\raw\kaggle\Normal\Normal- (292).jpg,Normal,Normal- (292)
data\raw\kaggle\Normal\Normal- (1732).jpg,Normal,Normal- (1732)
data\raw\kaggle\Normal\Normal- (984).jpg,Normal,Normal- (984)
data\raw\kaggle\Normal\Normal- (3663).jpg,Normal,Normal- (3663)
data\raw\kaggle\Normal\Normal- (1341).jpg,Normal,Normal- (1341)
data\raw\kaggle\Normal\Normal- (2448).jpg,Normal,Normal- (2448)
data\raw\kaggle\Normal\Normal- (192).jpg,Normal,Normal- (192)
data\raw\kaggle\Normal\Normal- (1185).jpg,Normal,Normal- (1185)
data\raw\kaggle\Normal\Normal- (3440).jpg,Normal,Normal- (3440)
data\raw\kaggle\Normal\Normal- (2210).jpg,Normal,Normal- (2210)
data\raw\kaggle\Normal\Normal- (3760).jpg,Normal,Normal- (3760)
data\raw\kaggle\Normal\Normal- (4172).jpg,Normal,Normal- (4172)
data\raw\kaggle\Normal\Normal- (169).jpg,Normal,Normal- (169)
data\raw\kaggle\Normal\Normal- (559).jpg,Normal,Normal- (559)
data\raw\kaggle\Normal\Normal- (208).jpg,Normal,Normal- (208)
data\raw\kaggle\Normal\Normal- (4359).jpg,Normal,Normal- (4359)
data\raw\kaggle\Normal\Normal- (4701).jpg,Normal,Normal- (4701)
data\raw\kaggle\Normal\Normal- (2518).jpg,Normal,Normal- (2518)
data\raw\kaggle\Normal\Normal- (315).jpg,Normal,Normal- (315)
data\raw\kaggle\Normal\Normal- (2265).jpg,Normal,Normal- (2265)
data\raw\kaggle\Normal\Normal- (3059).jpg,Normal,Normal- (3059)
data\raw\kaggle\Normal\Normal- (3444).jpg,Normal,Normal- (3444)
data\raw\kaggle\Normal\Normal- (300).jpg,Normal,Normal- (300)
data\raw\kaggle\Normal\Normal- (1519).jpg,Normal,Normal- (1519)
data\raw\kaggle\Normal\Normal- (4781).jpg,Normal,Normal- (4781)
data\raw\kaggle\Normal\Normal- (2112).jpg,Normal,Normal- (2112)
data\raw\kaggle\Normal\Normal- (1146).jpg,Normal,Normal- (1146)
data\raw\kaggle\Normal\Normal- (4622).jpg,Normal,Normal- (4622)
data\raw\kaggle\Normal\Normal- (4556).jpg,Normal,Normal- (4556)
data\raw\kaggle\Normal\Normal- (2227).jpg,Normal,Normal- (2227)
data\raw\kaggle\Normal\Normal- (4370).jpg,Normal,Normal- (4370)
data\raw\kaggle\Normal\Normal- (4606).jpg,Normal,Normal- (4606)
data\raw\kaggle\Normal\Normal- (4284).jpg,Normal,Normal- (4284)
data\raw\kaggle\Normal\Normal- (1237).jpg,Normal,Normal- (1237)
data\raw\kaggle\Normal\Normal- (3239).jpg,Normal,Normal- (3239)
data\raw\kaggle\Normal\Normal- (828).jpg,Normal,Normal- (828)
data\raw\kaggle\Normal\Normal- (1834).jpg,Normal,Normal- (1834)
data\raw\kaggle\Normal\Normal- (3211).jpg,Normal,Normal- (3211)
data\raw\kaggle\Normal\Normal- (2875).jpg,Normal,Normal- (2875)
data\raw\kaggle\Normal\Normal- (252).jpg,Normal,Normal- (252)
data\raw\kaggle\Normal\Normal- (2676).jpg,Normal,Normal- (2676)
data\raw\kaggle\Normal\Normal- (4825).jpg,Normal,Normal- (4825)
data\raw\kaggle\Normal\Normal- (2115).jpg,Normal,Normal- (2115)
data\raw\kaggle\Normal\Normal- (2154).jpg,Normal,Normal- (2154)
data\raw\kaggle\Normal\Normal- (3643).jpg,Normal,Normal- (3643)
data\raw\kaggle\Normal\Normal- (2489).jpg,Normal,Normal- (2489)
data\raw\kaggle\Normal\Normal- (153).jpg,Normal,Normal- (153)
data\raw\kaggle\Normal\Normal- (699).jpg,Normal,Normal- (699)
data\raw\kaggle\Normal\Normal- (4308).jpg,Normal,Normal- (4308)
data\raw\kaggle\Normal\Normal- (1125).jpg,Normal,Normal- (1125)
data\raw\kaggle\Normal\Normal- (3342).jpg,Normal,Normal- (3342)
data\raw\kaggle\Normal\Normal- (391).jpg,Normal,Normal- (391)
data\raw\kaggle\Normal\Normal- (2037).jpg,Normal,Normal- (2037)
data\raw\kaggle\Normal\Normal- (3549).jpg,Normal,Normal- (3549)
data\raw\kaggle\Normal\Normal- (3489).jpg,Normal,Normal- (3489)
data\raw\kaggle\Normal\Normal- (1727).jpg,Normal,Normal- (1727)
data\raw\kaggle\Normal\Normal- (2405).jpg,Normal,Normal- (2405)
data\raw\kaggle\Normal\Normal- (2315).jpg,Normal,Normal- (2315)
data\raw\kaggle\Normal\Normal- (1236).jpg,Normal,Normal- (1236)
data\raw\kaggle\Normal\Normal- (2553).jpg,Normal,Normal- (2553)
data\raw\kaggle\Normal\Normal- (2498).jpg,Normal,Normal- (2498)
data\raw\kaggle\Normal\Normal- (3851).jpg,Normal,Normal- (3851)
data\raw\kaggle\Normal\Normal- (575).jpg,Normal,Normal- (575)
data\raw\kaggle\Normal\Normal- (4671).jpg,Normal,Normal- (4671)
data\raw\kaggle\Normal\Normal- (2234).jpg,Normal,Normal- (2234)
data\raw\kaggle\Normal\Normal- (4475).jpg,Normal,Normal- (4475)
data\raw\kaggle\Normal\Normal- (3552).jpg,Normal,Normal- (3552)
data\raw\kaggle\Normal\Normal- (3265).jpg,Normal,Normal- (3265)
data\raw\kaggle\Normal\Normal- (735).jpg,Normal,Normal- (735)
data\raw\kaggle\Normal\Normal- (3080).jpg,Normal,Normal- (3080)
data\raw\kaggle\Normal\Normal- (4759).jpg,Normal,Normal- (4759)
data\raw\kaggle\Normal\Normal- (3254).jpg,Normal,Normal- (3254)
data\raw\kaggle\Normal\Normal- (4190).jpg,Normal,Normal- (4190)
data\raw\kaggle\Normal\Normal- (152).jpg,Normal,Normal- (152)
data\raw\kaggle\Normal\Normal- (3462).jpg,Normal,Normal- (3462)
data\raw\kaggle\Normal\Normal- (2752).jpg,Normal,Normal- (2752)
data\raw\kaggle\Normal\Normal- (2364).jpg,Normal,Normal- (2364)
data\raw\kaggle\Normal\Normal- (2696).jpg,Normal,Normal- (2696)
data\raw\kaggle\Normal\Normal- (1646).jpg,Normal,Normal- (1646)
data\raw\kaggle\Normal\Normal- (1038).jpg,Normal,Normal- (1038)
data\raw\kaggle\Normal\Normal- (1922).jpg,Normal,Normal- (1922)
data\raw\kaggle\Normal\Normal- (4297).jpg,Normal,Normal- (4297)
data\raw\kaggle\Normal\Normal- (2856).jpg,Normal,Normal- (2856)
data\raw\kaggle\Normal\Normal- (1099).jpg,Normal,Normal- (1099)
data\raw\kaggle\Normal\Normal- (3048).jpg,Normal,Normal- (3048)
data\raw\kaggle\Normal\Normal- (4716).jpg,Normal,Normal- (4716)
data\raw\kaggle\Normal\Normal- (1058).jpg,Normal,Normal- (1058)
data\raw\kaggle\Normal\Normal- (2180).jpg,Normal,Normal- (2180)
data\raw\kaggle\Normal\Normal- (2782).jpg,Normal,Normal- (2782)
data\raw\kaggle\Normal\Normal- (2271).jpg,Normal,Normal- (2271)
data\raw\kaggle\Normal\Normal- (2305).jpg,Normal,Normal- (2305)
data\raw\kaggle\Normal\Normal- (4479).jpg,Normal,Normal- (4479)
data\raw\kaggle\Normal\Normal- (1655).jpg,Normal,Normal- (1655)
data\raw\kaggle\Normal\Normal- (3478).jpg,Normal,Normal- (3478)
data\raw\kaggle\Normal\Normal- (1875).jpg,Normal,Normal- (1875)
data\raw\kaggle\Normal\Normal- (2715).jpg,Normal,Normal- (2715)
data\raw\kaggle\Normal\Normal- (41).jpg,Normal,Normal- (41)
data\raw\kaggle\Normal\Normal- (3947).jpg,Normal,Normal- (3947)
data\raw\kaggle\Normal\Normal- (853).jpg,Normal,Normal- (853)
data\raw\kaggle\Normal\Normal- (4506).jpg,Normal,Normal- (4506)
data\raw\kaggle\Normal\Normal- (4754).jpg,Normal,Normal- (4754)
data\raw\kaggle\Normal\Normal- (3977).jpg,Normal,Normal- (3977)
data\raw\kaggle\Normal\Normal- (868).jpg,Normal,Normal- (868)
data\raw\kaggle\Normal\Normal- (1751).jpg,Normal,Normal- (1751)
data\raw\kaggle\Normal\Normal- (842).jpg,Normal,Normal- (842)
data\raw\kaggle\Normal\Normal- (966).jpg,Normal,Normal- (966)
data\raw\kaggle\Normal\Normal- (1365).jpg,Normal,Normal- (1365)
data\raw\kaggle\Normal\Normal- (3327).jpg,Normal,Normal- (3327)
data\raw\kaggle\Normal\Normal- (2773).jpg,Normal,Normal- (2773)
data\raw\kaggle\Normal\Normal- (1399).jpg,Normal,Normal- (1399)
data\raw\kaggle\Normal\Normal- (3755).jpg,Normal,Normal- (3755)
data\raw\kaggle\Normal\Normal- (261).jpg,Normal,Normal- (261)
data\raw\kaggle\Normal\Normal- (1218).jpg,Normal,Normal- (1218)
data\raw\kaggle\Normal\Normal- (4085).jpg,Normal,Normal- (4085)
data\raw\kaggle\Normal\Normal- (3743).jpg,Normal,Normal- (3743)
data\raw\kaggle\Normal\Normal- (4563).jpg,Normal,Normal- (4563)
data\raw\kaggle\Normal\Normal- (3599).jpg,Normal,Normal- (3599)
data\raw\kaggle\Normal\Normal- (3476).jpg,Normal,Normal- (3476)
data\raw\kaggle\Normal\Normal- (4691).jpg,Normal,Normal- (4691)
data\raw\kaggle\Normal\Normal- (109).jpg,Normal,Normal- (109)
data\raw\kaggle\Normal\Normal- (4417).jpg,Normal,Normal- (4417)
data\raw\kaggle\Normal\Normal- (1571).jpg,Normal,Normal- (1571)
data\raw\kaggle\Normal\Normal- (2327).jpg,Normal,Normal- (2327)
data\raw\kaggle\Normal\Normal- (2043).jpg,Normal,Normal- (2043)
data\raw\kaggle\Normal\Normal- (985).jpg,Normal,Normal- (985)
data\raw\kaggle\Normal\Normal- (1238).jpg,Normal,Normal- (1238)
data\raw\kaggle\Normal\Normal- (2069).jpg,Normal,Normal- (2069)
data\raw\kaggle\Normal\Normal- (475).jpg,Normal,Normal- (475)
data\raw\kaggle\Normal\Normal- (680).jpg,Normal,Normal- (680)
data\raw\kaggle\Normal\Normal- (1388).jpg,Normal,Normal- (1388)
data\raw\kaggle\Normal\Normal- (636).jpg,Normal,Normal- (636)
data\raw\kaggle\Normal\Normal- (36).jpg,Normal,Normal- (36)
data\raw\kaggle\Normal\Normal- (816).jpg,Normal,Normal- (816)
data\raw\kaggle\Normal\Normal- (744).jpg,Normal,Normal- (744)
data\raw\kaggle\Normal\Normal- (3494).jpg,Normal,Normal- (3494)
data\raw\kaggle\Normal\Normal- (1850).jpg,Normal,Normal- (1850)
data\raw\kaggle\Normal\Normal- (687).jpg,Normal,Normal- (687)
data\raw\kaggle\Normal\Normal- (4104).jpg,Normal,Normal- (4104)
data\raw\kaggle\Normal\Normal- (357).jpg,Normal,Normal- (357)
data\raw\kaggle\Normal\Normal- (3726).jpg,Normal,Normal- (3726)
data\raw\kaggle\Normal\Normal- (3602).jpg,Normal,Normal- (3602)
data\raw\kaggle\Normal\Normal- (4299).jpg,Normal,Normal- (4299)
data\raw\kaggle\Normal\Normal- (713).jpg,Normal,Normal- (713)
data\raw\kaggle\Normal\Normal- (450).jpg,Normal,Normal- (450)
data\raw\kaggle\Normal\Normal- (3031).jpg,Normal,Normal- (3031)
data\raw\kaggle\Normal\Normal- (2373).jpg,Normal,Normal- (2373)
data\raw\kaggle\Normal\Normal- (358).jpg,Normal,Normal- (358)
data\raw\kaggle\Normal\Normal- (1864).jpg,Normal,Normal- (1864)
data\raw\kaggle\Normal\Normal- (264).jpg,Normal,Normal- (264)
data\raw\kaggle\Normal\Normal- (1120).jpg,Normal,Normal- (1120)
data\raw\kaggle\Normal\Normal- (839).jpg,Normal,Normal- (839)
data\raw\kaggle\Normal\Normal- (1566).jpg,Normal,Normal- (1566)
data\raw\kaggle\Normal\Normal- (3232).jpg,Normal,Normal- (3232)
data\raw\kaggle\Normal\Normal- (4867).jpg,Normal,Normal- (4867)
data\raw\kaggle\Normal\Normal- (72).jpg,Normal,Normal- (72)
data\raw\kaggle\Normal\Normal- (3401).jpg,Normal,Normal- (3401)
data\raw\kaggle\Normal\Normal- (4516).jpg,Normal,Normal- (4516)
data\raw\kaggle\Normal\Normal- (4632).jpg,Normal,Normal- (4632)
data\raw\kaggle\Normal\Normal- (1320).jpg,Normal,Normal- (1320)
data\raw\kaggle\Normal\Normal- (894).jpg,Normal,Normal- (894)
data\raw\kaggle\Normal\Normal- (4119).jpg,Normal,Normal- (4119)
data\raw\kaggle\Normal\Normal- (9).jpg,Normal,Normal- (9)
data\raw\kaggle\Normal\Normal- (3753).jpg,Normal,Normal- (3753)
data\raw\kaggle\Normal\Normal- (219).jpg,Normal,Normal- (219)
data\raw\kaggle\Normal\Normal- (3146).jpg,Normal,Normal- (3146)
data\raw\kaggle\Normal\Normal- (1359).jpg,Normal,Normal- (1359)
data\raw\kaggle\Normal\Normal- (2909).jpg,Normal,Normal- (2909)
data\raw\kaggle\Normal\Normal- (3313).jpg,Normal,Normal- (3313)
data\raw\kaggle\Normal\Normal- (289).jpg,Normal,Normal- (289)
data\raw\kaggle\Normal\Normal- (4432).jpg,Normal,Normal- (4432)
data\raw\kaggle\Normal\Normal- (3699).jpg,Normal,Normal- (3699)
data\raw\kaggle\Normal\Normal- (1072).jpg,Normal,Normal- (1072)
data\raw\kaggle\Normal\Normal- (3455).jpg,Normal,Normal- (3455)
data\raw\kaggle\Normal\Normal- (649).jpg,Normal,Normal- (649)
data\raw\kaggle\Normal\Normal- (4020).jpg,Normal,Normal- (4020)
data\raw\kaggle\Normal\Normal- (2213).jpg,Normal,Normal- (2213)
data\raw\kaggle\Normal\Normal- (3658).jpg,Normal,Normal- (3658)
data\raw\kaggle\Normal\Normal- (3792).jpg,Normal,Normal- (3792)
data\raw\kaggle\Normal\Normal- (1297).jpg,Normal,Normal- (1297)
data\raw\kaggle\Normal\Normal- (2401).jpg,Normal,Normal- (2401)
data\raw\kaggle\Normal\Normal- (5046).jpg,Normal,Normal- (5046)
data\raw\kaggle\Normal\Normal- (100).jpg,Normal,Normal- (100)
data\raw\kaggle\Normal\Normal- (938).jpg,Normal,Normal- (938)
data\raw\kaggle\Normal\Normal- (4069).jpg,Normal,Normal- (4069)
data\raw\kaggle\Normal\Normal- (5039).jpg,Normal,Normal- (5039)
data\raw\kaggle\Normal\Normal- (1610).jpg,Normal,Normal- (1610)
data\raw\kaggle\Normal\Normal- (2647).jpg,Normal,Normal- (2647)
data\raw\kaggle\Normal\Normal- (3188).jpg,Normal,Normal- (3188)
data\raw\kaggle\Normal\Normal- (1485).jpg,Normal,Normal- (1485)
data\raw\kaggle\Normal\Normal- (2943).jpg,Normal,Normal- (2943)
data\raw\kaggle\Normal\Normal- (4547).jpg,Normal,Normal- (4547)
data\raw\kaggle\Normal\Normal- (1765).jpg,Normal,Normal- (1765)
data\raw\kaggle\Normal\Normal- (3012).jpg,Normal,Normal- (3012)
data\raw\kaggle\Normal\Normal- (4024).jpg,Normal,Normal- (4024)
data\raw\kaggle\Normal\Normal- (425).jpg,Normal,Normal- (425)
data\raw\kaggle\Normal\Normal- (4224).jpg,Normal,Normal- (4224)
data\raw\kaggle\Normal\Normal- (3623).jpg,Normal,Normal- (3623)
data\raw\kaggle\Normal\Normal- (4391).jpg,Normal,Normal- (4391)
data\raw\kaggle\Normal\Normal- (1683).jpg,Normal,Normal- (1683)
data\raw\kaggle\Normal\Normal- (1356).jpg,Normal,Normal- (1356)
data\raw\kaggle\Normal\Normal- (4929).jpg,Normal,Normal- (4929)
data\raw\kaggle\Normal\Normal- (5045).jpg,Normal,Normal- (5045)
data\raw\kaggle\Normal\Normal- (2766).jpg,Normal,Normal- (2766)
data\raw\kaggle\Normal\Normal- (196).jpg,Normal,Normal- (196)
data\raw\kaggle\Normal\Normal- (3276).jpg,Normal,Normal- (3276)
data\raw\kaggle\Normal\Normal- (3290).jpg,Normal,Normal- (3290)
data\raw\kaggle\Normal\Normal- (2702).jpg,Normal,Normal- (2702)
data\raw\kaggle\Normal\Normal- (3854).jpg,Normal,Normal- (3854)
data\raw\kaggle\Normal\Normal- (2476).jpg,Normal,Normal- (2476)
data\raw\kaggle\Normal\Normal- (3939).jpg,Normal,Normal- (3939)
data\raw\kaggle\Normal\Normal- (4017).jpg,Normal,Normal- (4017)
data\raw\kaggle\Normal\Normal- (2021).jpg,Normal,Normal- (2021)
data\raw\kaggle\Normal\Normal- (4493).jpg,Normal,Normal- (4493)
data\raw\kaggle\Normal\Normal- (1387).jpg,Normal,Normal- (1387)
data\raw\kaggle\Normal\Normal- (2540).jpg,Normal,Normal- (2540)
data\raw\kaggle\Normal\Normal- (2825).jpg,Normal,Normal- (2825)
data\raw\kaggle\Normal\Normal- (4826).jpg,Normal,Normal- (4826)
data\raw\kaggle\Normal\Normal- (5021).jpg,Normal,Normal- (5021)
data\raw\kaggle\Normal\Normal- (1026).jpg,Normal,Normal- (1026)
data\raw\kaggle\Normal\Normal- (4562).jpg,Normal,Normal- (4562)
data\raw\kaggle\Normal\Normal- (3612).jpg,Normal,Normal- (3612)
data\raw\kaggle\Normal\Normal- (1222).jpg,Normal,Normal- (1222)
data\raw\kaggle\Normal\Normal- (3028).jpg,Normal,Normal- (3028)
data\raw\kaggle\Normal\Normal- (2008).jpg,Normal,Normal- (2008)
data\raw\kaggle\Normal\Normal- (4637).jpg,Normal,Normal- (4637)
data\raw\kaggle\Normal\Normal- (3044).jpg,Normal,Normal- (3044)
data\raw\kaggle\Normal\Normal- (3870).jpg,Normal,Normal- (3870)
data\raw\kaggle\Normal\Normal- (3436).jpg,Normal,Normal- (3436)
data\raw\kaggle\Normal\Normal- (550).jpg,Normal,Normal- (550)
data\raw\kaggle\Normal\Normal- (3618).jpg,Normal,Normal- (3618)
data\raw\kaggle\Normal\Normal- (3376).jpg,Normal,Normal- (3376)
data\raw\kaggle\Normal\Normal- (3225).jpg,Normal,Normal- (3225)
data\raw\kaggle\Normal\Normal- (3053).jpg,Normal,Normal- (3053)
data\raw\kaggle\Normal\Normal- (1344).jpg,Normal,Normal- (1344)
data\raw\kaggle\Normal\Normal- (2144).jpg,Normal,Normal- (2144)
data\raw\kaggle\Normal\Normal- (4064).jpg,Normal,Normal- (4064)
data\raw\kaggle\Normal\Normal- (3089).jpg,Normal,Normal- (3089)
data\raw\kaggle\Normal\Normal- (4744).jpg,Normal,Normal- (4744)
data\raw\kaggle\Normal\Normal- (4211).jpg,Normal,Normal- (4211)
data\raw\kaggle\Normal\Normal- (2025).jpg,Normal,Normal- (2025)
data\raw\kaggle\Normal\Normal- (3531).jpg,Normal,Normal- (3531)
data\raw\kaggle\Normal\Normal- (5011).jpg,Normal,Normal- (5011)
data\raw\kaggle\Normal\Normal- (1427).jpg,Normal,Normal- (1427)
data\raw\kaggle\Normal\Normal- (1506).jpg,Normal,Normal- (1506)
data\raw\kaggle\Normal\Normal- (2906).jpg,Normal,Normal- (2906)
data\raw\kaggle\Normal\Normal- (1150).jpg,Normal,Normal- (1150)
data\raw\kaggle\Normal\Normal- (714).jpg,Normal,Normal- (714)
data\raw\kaggle\Normal\Normal- (3343).jpg,Normal,Normal- (3343)
data\raw\kaggle\Normal\Normal- (1376).jpg,Normal,Normal- (1376)
data\raw\kaggle\Normal\Normal- (1482).jpg,Normal,Normal- (1482)
data\raw\kaggle\Normal\Normal- (2739).jpg,Normal,Normal- (2739)
data\raw\kaggle\Normal\Normal- (19).jpg,Normal,Normal- (19)
data\raw\kaggle\Normal\Normal- (3668).jpg,Normal,Normal- (3668)
